ts,task,empid,sec
2023-07-31 16:20:18,4,0,22
2023-07-31 16:20:44,4,0,25
2023-07-31 16:21:07,4,0,22
2023-07-31 16:21:30,4,0,22
2023-07-31 16:21:54,4,0,24
2023-07-31 16:22:16,4,0,21
2023-07-31 16:22:48,4,0,31
2023-07-31 16:23:14,4,0,26
2023-07-31 16:23:44,4,0,29
2023-07-31 16:24:12,4,0,27
2023-07-31 16:24:45,4,0,32
2023-07-31 16:25:09,4,0,24
2023-07-31 16:25:34,4,0,24
2023-07-31 16:26:01,4,0,26
2023-07-31 16:26:23,4,0,22
2023-07-31 16:26:45,4,0,21
2023-07-31 16:27:09,4,0,23
2023-07-31 16:27:31,4,0,22
2023-07-31 16:27:59,4,0,28
2023-07-31 16:28:23,4,0,22
2023-07-31 16:28:44,4,0,20
2023-07-31 16:57:39,4,0,416
2023-07-31 16:58:16,4,0,37
2023-07-31 16:58:49,4,0,32
2023-07-31 16:59:16,4,0,27
2023-07-31 16:59:38,4,0,20
2023-07-31 17:00:11,4,0,33
2023-07-31 17:00:36,4,0,25
2023-07-31 17:01:01,4,0,23
2023-07-31 17:01:30,4,0,29
2023-07-31 17:01:58,4,0,27
2023-07-31 17:02:26,4,0,27
2023-07-31 17:03:35,4,0,67
2023-07-31 17:05:05,4,0,88
2023-07-31 17:05:19,4,0,14
2023-07-31 17:05:44,4,0,24
2023-07-31 17:06:19,4,0,34
2023-07-31 17:06:48,4,0,28
2023-07-31 17:07:14,4,0,26
2023-07-31 17:07:40,4,0,25
2023-07-31 17:08:09,4,0,28
2023-07-31 17:08:32,4,0,23
2023-07-31 17:08:56,4,0,23
2023-07-31 17:09:21,4,0,25
2023-07-31 17:09:54,4,0,31
2023-07-31 17:10:33,4,0,38
2023-07-31 17:10:59,4,0,26
2023-07-31 17:11:23,4,0,23
2023-07-31 17:11:59,4,0,36
2023-07-31 17:12:28,4,0,28
2023-07-31 17:13:06,4,0,36
2023-07-31 17:13:29,4,0,23
2023-07-31 17:13:54,4,0,24
2023-07-31 17:14:21,4,0,27
2023-07-31 17:14:43,4,0,21
2023-07-31 17:15:09,4,0,26
2023-07-31 17:15:32,4,0,22
2023-07-31 17:15:57,4,0,25
2023-07-31 17:16:23,4,0,25
2023-07-31 17:18:06,0,0,54
2023-07-31 17:18:36,4,0,29
2023-07-31 17:19:11,4,0,34
2023-07-31 17:19:34,4,0,22
2023-07-31 17:20:00,4,0,26
2023-07-31 17:25:04,0,0,269
2023-07-31 17:25:34,4,0,29
2023-07-31 17:26:02,4,0,28
2023-07-31 17:26:29,4,0,26
2023-07-31 17:27:01,4,0,31
2023-07-31 17:27:26,4,0,25
2023-07-31 17:27:51,4,0,23
2023-07-31 17:28:38,0,0,29
2023-07-31 17:28:59,4,0,19
2023-07-31 17:29:26,4,0,27
2023-07-31 17:29:48,4,0,22
2023-07-31 17:30:18,4,0,29
2023-07-31 17:30:46,4,0,27
2023-07-31 17:31:12,4,0,25
2023-07-31 17:31:52,4,0,40
2023-07-31 17:32:15,4,0,22
2023-07-31 17:32:47,4,0,31
2023-07-31 17:33:19,4,0,32
2023-07-31 17:33:43,4,0,23
2023-07-31 17:34:13,4,0,29
2023-07-31 17:34:43,4,0,29
2023-07-31 17:35:04,4,0,21
2023-07-31 17:35:30,4,0,25
2023-07-31 17:35:56,4,0,26
2023-07-31 17:36:25,4,0,28
2023-07-31 17:36:48,4,0,23
2023-07-31 17:37:11,4,0,22
2023-07-31 17:37:37,4,0,26
2023-07-31 17:38:07,4,0,29
2023-07-31 17:38:31,4,0,23
2023-07-31 17:38:56,4,0,25
2023-07-31 17:39:17,4,0,20
2023-07-31 17:39:41,4,0,23
2023-07-31 17:40:12,4,0,31
2023-07-31 17:40:39,4,0,25
2023-07-31 17:41:02,4,0,23
2023-07-31 17:41:27,4,0,25
2023-07-31 17:42:03,4,0,35
2023-07-31 17:42:25,4,0,21
2023-07-31 17:42:49,4,0,23
2023-07-31 17:43:11,4,0,22
2023-07-31 17:43:40,4,0,28
2023-07-31 17:44:11,4,0,30
2023-07-31 17:44:38,4,0,26
2023-07-31 17:45:01,4,0,23
2023-07-31 17:45:28,4,0,26
2023-07-31 17:45:59,4,0,31
2023-07-31 17:46:30,4,0,30
2023-07-31 17:46:57,4,0,26
2023-07-31 17:47:26,4,0,28
2023-07-31 17:47:57,4,0,30
2023-07-31 17:48:25,4,0,28
2023-07-31 17:48:54,4,0,28
2023-07-31 17:49:17,4,0,23
2023-07-31 17:49:51,4,0,33
