,ts,task,empid,sec
382,2023-07-31 12:54:51,4,0,25
381,2023-07-31 12:55:16,4,0,24
380,2023-07-31 12:56:36,4,0,78
379,2023-07-31 12:57:08,4,0,31
378,2023-07-31 12:57:46,4,0,37
377,2023-07-31 12:58:11,4,0,25
376,2023-07-31 12:58:39,4,0,26
375,2023-07-31 12:58:40,0,0,0
374,2023-07-31 14:00:11,0,0,3258
373,2023-07-31 14:00:11,4,0,0
372,2023-07-31 14:00:52,4,0,39
371,2023-07-31 14:01:28,4,0,35
370,2023-07-31 14:01:53,4,0,24
369,2023-07-31 14:02:19,4,0,27
368,2023-07-31 14:02:50,4,0,29
367,2023-07-31 14:03:11,4,0,21
366,2023-07-31 14:03:43,4,0,31
365,2023-07-31 14:04:07,4,0,23
364,2023-07-31 14:04:37,4,0,29
363,2023-07-31 14:05:02,4,0,25
362,2023-07-31 14:05:40,4,0,37
361,2023-07-31 14:06:04,4,0,24
360,2023-07-31 14:06:34,4,0,28
359,2023-07-31 14:07:05,4,0,31
358,2023-07-31 14:07:38,4,0,33
357,2023-07-31 14:08:07,4,0,27
356,2023-07-31 14:08:34,4,0,27
355,2023-07-31 14:08:58,4,0,24
354,2023-07-31 14:09:23,4,0,24
353,2023-07-31 14:09:53,4,0,29
352,2023-07-31 14:10:45,4,0,50
351,2023-07-31 14:11:09,4,0,24
350,2023-07-31 14:11:34,4,0,24
349,2023-07-31 14:12:02,4,0,28
348,2023-07-31 14:12:35,4,0,32
347,2023-07-31 14:13:03,4,0,27
346,2023-07-31 14:13:35,4,0,31
345,2023-07-31 14:14:00,4,0,24
344,2023-07-31 14:14:27,4,0,27
343,2023-07-31 14:15:04,4,0,36
342,2023-07-31 14:15:27,4,0,22
341,2023-07-31 14:16:07,4,0,39
340,2023-07-31 14:16:33,4,0,26
339,2023-07-31 14:16:55,4,0,21
338,2023-07-31 14:17:23,4,0,27
337,2023-07-31 14:17:49,4,0,25
336,2023-07-31 14:18:29,4,0,40
335,2023-07-31 14:19:01,4,0,31
334,2023-07-31 14:19:25,4,0,23
333,2023-07-31 14:19:53,4,0,28
332,2023-07-31 14:20:15,4,0,21
331,2023-07-31 14:20:42,4,0,26
330,2023-07-31 14:21:08,4,0,25
329,2023-07-31 14:21:39,4,0,30
328,2023-07-31 14:22:11,4,0,31
327,2023-07-31 14:22:38,4,0,27
326,2023-07-31 14:23:11,4,0,32
325,2023-07-31 14:23:36,4,0,25
324,2023-07-31 14:23:58,4,0,21
323,2023-07-31 14:24:28,4,0,29
322,2023-07-31 14:24:54,4,0,25
321,2023-07-31 14:25:17,4,0,23
320,2023-07-31 14:25:40,4,0,22
319,2023-07-31 14:26:04,4,0,24
318,2023-07-31 14:26:32,4,0,27
317,2023-07-31 14:27:00,4,0,28
316,2023-07-31 14:27:24,4,0,22
315,2023-07-31 14:27:51,4,0,27
314,2023-07-31 14:28:26,4,0,34
313,2023-07-31 14:29:19,4,0,51
312,2023-07-31 14:29:46,4,0,26
311,2023-07-31 14:30:10,4,0,25
310,2023-07-31 14:30:38,4,0,26
309,2023-07-31 14:31:09,4,0,30
308,2023-07-31 14:31:38,4,0,29
307,2023-07-31 14:32:04,4,0,25
306,2023-07-31 14:32:31,4,0,27
305,2023-07-31 14:33:01,4,0,29
304,2023-07-31 14:33:28,4,0,26
303,2023-07-31 14:33:51,4,0,23
302,2023-07-31 14:44:52,4,0,644
301,2023-07-31 14:45:25,4,0,31
300,2023-07-31 14:46:02,4,0,36
299,2023-07-31 14:46:27,4,0,24
298,2023-07-31 14:46:51,4,0,24
297,2023-07-31 14:47:13,4,0,21
296,2023-07-31 14:47:34,4,0,21
295,2023-07-31 14:47:55,4,0,20
294,2023-07-31 14:48:20,4,0,24
293,2023-07-31 14:48:42,4,0,22
292,2023-07-31 14:49:04,4,0,21
291,2023-07-31 14:49:26,4,0,21
290,2023-07-31 14:49:56,4,0,29
289,2023-07-31 14:50:21,4,0,25
288,2023-07-31 14:50:44,4,0,23
287,2023-07-31 14:51:08,4,0,22
286,2023-07-31 14:51:37,4,0,29
285,2023-07-31 14:52:03,4,0,25
284,2023-07-31 14:52:26,4,0,23
283,2023-07-31 14:53:00,4,0,32
282,2023-07-31 14:53:25,4,0,25
281,2023-07-31 14:53:55,4,0,29
280,2023-07-31 14:54:21,4,0,26
279,2023-07-31 14:54:50,4,0,28
278,2023-07-31 14:55:14,4,0,23
277,2023-07-31 14:55:39,4,0,24
276,2023-07-31 14:56:19,4,0,39
275,2023-07-31 14:56:49,4,0,29
274,2023-07-31 14:57:10,4,0,20
273,2023-07-31 14:57:38,4,0,28
272,2023-07-31 14:58:04,4,0,25
271,2023-07-31 14:58:30,4,0,25
270,2023-07-31 14:58:58,4,0,28
269,2023-07-31 14:59:25,4,0,26
268,2023-07-31 14:59:46,4,0,21
267,2023-07-31 15:00:15,4,0,28
266,2023-07-31 15:00:43,4,0,27
265,2023-07-31 15:01:04,4,0,20
264,2023-07-31 15:01:33,4,0,29
263,2023-07-31 15:01:59,4,0,25
262,2023-07-31 15:02:23,4,0,23
261,2023-07-31 15:02:36,0,0,0
260,2023-07-31 15:03:25,4,0,0
259,2023-07-31 15:03:39,4,0,13
258,2023-07-31 15:04:10,4,0,30
257,2023-07-31 15:04:39,4,0,28
256,2023-07-31 15:05:04,4,0,24
255,2023-07-31 15:05:34,4,0,30
254,2023-07-31 15:06:03,4,0,28
253,2023-07-31 15:06:34,4,0,30
252,2023-07-31 15:07:11,4,0,36
251,2023-07-31 15:07:36,4,0,25
250,2023-07-31 15:08:04,4,0,28
249,2023-07-31 15:08:29,4,0,24
248,2023-07-31 15:08:55,4,0,25
247,2023-07-31 15:09:23,4,0,27
246,2023-07-31 15:09:46,4,0,22
245,2023-07-31 15:10:13,4,0,27
244,2023-07-31 15:10:33,4,0,20
243,2023-07-31 15:11:09,4,0,35
242,2023-07-31 15:11:34,4,0,24
241,2023-07-31 15:12:00,4,0,26
240,2023-07-31 15:12:28,4,0,27
239,2023-07-31 15:12:57,4,0,28
238,2023-07-31 15:13:23,4,0,26
237,2023-07-31 15:13:47,4,0,23
236,2023-07-31 15:14:13,4,0,25
235,2023-07-31 15:14:38,4,0,24
234,2023-07-31 15:15:00,4,0,22
233,2023-07-31 15:15:25,4,0,25
232,2023-07-31 15:15:49,4,0,23
231,2023-07-31 15:16:18,4,0,28
230,2023-07-31 15:16:52,4,0,33
229,2023-07-31 15:17:21,4,0,28
228,2023-07-31 15:17:47,4,0,26
227,2023-07-31 15:18:09,4,0,21
226,2023-07-31 15:18:30,4,0,20
225,2023-07-31 15:18:59,4,0,28
224,2023-07-31 15:19:32,4,0,33
223,2023-07-31 15:20:16,4,0,43
222,2023-07-31 15:20:48,4,0,30
221,2023-07-31 15:21:12,4,0,24
220,2023-07-31 15:21:34,4,0,22
219,2023-07-31 15:22:04,4,0,29
218,2023-07-31 15:22:28,4,0,22
217,2023-07-31 15:22:50,4,0,22
216,2023-07-31 15:23:12,4,0,22
215,2023-07-31 15:23:32,4,0,19
214,2023-07-31 15:23:58,4,0,25
213,2023-07-31 15:24:25,4,0,27
212,2023-07-31 15:24:48,4,0,22
211,2023-07-31 15:25:47,4,0,57
210,2023-07-31 15:25:49,0,0,0
209,2023-07-31 15:31:04,0,0,281
208,2023-07-31 15:31:04,4,0,0
207,2023-07-31 15:31:41,4,0,36
206,2023-07-31 15:32:19,4,0,37
205,2023-07-31 15:32:49,4,0,29
204,2023-07-31 15:33:13,4,0,24
203,2023-07-31 15:33:42,4,0,28
202,2023-07-31 15:34:10,4,0,27
201,2023-07-31 15:44:49,4,0,623
200,2023-07-31 15:45:16,4,0,26
199,2023-07-31 15:45:45,4,0,28
198,2023-07-31 15:46:15,4,0,31
197,2023-07-31 15:46:36,4,0,20
196,2023-07-31 15:47:00,4,0,23
195,2023-07-31 15:47:32,4,0,31
194,2023-07-31 15:48:03,4,0,30
193,2023-07-31 15:48:27,4,0,24
192,2023-07-31 15:48:49,4,0,22
191,2023-07-31 15:49:16,4,0,25
190,2023-07-31 15:49:41,4,0,25
189,2023-07-31 15:50:07,4,0,25
188,2023-07-31 15:50:36,4,0,29
187,2023-07-31 15:51:00,4,0,23
186,2023-07-31 15:51:27,4,0,26
185,2023-07-31 15:51:51,4,0,23
184,2023-07-31 15:52:20,4,0,29
183,2023-07-31 15:52:47,4,0,26
182,2023-07-31 15:53:12,4,0,24
181,2023-07-31 15:53:36,4,0,24
180,2023-07-31 15:54:05,4,0,28
179,2023-07-31 15:54:54,4,0,48
178,2023-07-31 15:55:18,4,0,22
177,2023-07-31 15:55:54,4,0,36
176,2023-07-31 15:56:19,4,0,24
175,2023-07-31 15:56:48,4,0,28
174,2023-07-31 15:57:59,4,0,69
173,2023-07-31 15:58:28,4,0,29
172,2023-07-31 15:59:01,4,0,32
171,2023-07-31 15:59:37,4,0,35
170,2023-07-31 16:00:00,4,0,23
169,2023-07-31 16:00:26,4,0,25
168,2023-07-31 16:01:01,4,0,34
167,2023-07-31 16:01:26,4,0,25
166,2023-07-31 16:01:55,4,0,28
165,2023-07-31 16:02:20,4,0,24
164,2023-07-31 16:02:47,4,0,27
163,2023-07-31 16:03:13,4,0,25
162,2023-07-31 16:03:37,4,0,22
161,2023-07-31 16:04:01,4,0,24
160,2023-07-31 16:04:39,4,0,37
159,2023-07-31 16:05:15,4,0,36
158,2023-07-31 16:05:47,4,0,30
157,2023-07-31 16:06:14,4,0,27
156,2023-07-31 16:06:41,4,0,26
155,2023-07-31 16:07:05,4,0,24
154,2023-07-31 16:07:28,4,0,21
153,2023-07-31 16:07:53,4,0,25
152,2023-07-31 16:08:34,4,0,40
151,2023-07-31 16:09:06,4,0,31
150,2023-07-31 16:09:32,4,0,26
149,2023-07-31 16:09:57,4,0,23
148,2023-07-31 16:10:24,4,0,27
147,2023-07-31 16:10:47,4,0,23
146,2023-07-31 16:11:10,4,0,22
145,2023-07-31 16:11:40,4,0,28
144,2023-07-31 16:12:05,4,0,25
143,2023-07-31 16:12:40,4,0,34
142,2023-07-31 16:13:06,4,0,26
141,2023-07-31 16:13:41,4,0,33
140,2023-07-31 16:14:05,4,0,24
139,2023-07-31 16:14:35,4,0,29
138,2023-07-31 16:14:56,4,0,21
137,2023-07-31 16:15:38,4,0,41
136,2023-07-31 16:16:02,4,0,22
135,2023-07-31 16:16:22,4,0,20
134,2023-07-31 16:16:46,4,0,24
133,2023-07-31 16:17:23,4,0,35
132,2023-07-31 16:17:49,4,0,26
131,2023-07-31 16:18:22,4,0,32
130,2023-07-31 16:18:50,4,0,27
129,2023-07-31 16:19:28,4,0,37
128,2023-07-31 16:19:57,4,0,28
127,2023-07-31 16:20:18,4,0,22
126,2023-07-31 16:20:44,4,0,25
125,2023-07-31 16:21:07,4,0,22
124,2023-07-31 16:21:30,4,0,22
123,2023-07-31 16:21:54,4,0,24
122,2023-07-31 16:22:16,4,0,21
121,2023-07-31 16:22:48,4,0,31
120,2023-07-31 16:23:14,4,0,26
119,2023-07-31 16:23:44,4,0,29
118,2023-07-31 16:24:12,4,0,27
117,2023-07-31 16:24:45,4,0,32
116,2023-07-31 16:25:09,4,0,24
115,2023-07-31 16:25:34,4,0,24
114,2023-07-31 16:26:01,4,0,26
113,2023-07-31 16:26:23,4,0,22
112,2023-07-31 16:26:45,4,0,21
111,2023-07-31 16:27:09,4,0,23
110,2023-07-31 16:27:31,4,0,22
109,2023-07-31 16:27:59,4,0,28
108,2023-07-31 16:28:23,4,0,22
107,2023-07-31 16:28:44,4,0,20
106,2023-07-31 16:29:52,0,0,0
105,2023-07-31 16:50:32,4,0,0
104,2023-07-31 16:57:39,4,0,416
103,2023-07-31 16:58:16,4,0,37
102,2023-07-31 16:58:49,4,0,32
101,2023-07-31 16:59:16,4,0,27
100,2023-07-31 16:59:38,4,0,20
99,2023-07-31 17:00:11,4,0,33
98,2023-07-31 17:00:36,4,0,25
97,2023-07-31 17:01:01,4,0,23
96,2023-07-31 17:01:30,4,0,29
95,2023-07-31 17:01:58,4,0,27
94,2023-07-31 17:02:26,4,0,27
93,2023-07-31 17:03:35,4,0,67
92,2023-07-31 17:05:05,4,0,88
91,2023-07-31 17:05:19,4,0,14
90,2023-07-31 17:05:44,4,0,24
89,2023-07-31 17:06:19,4,0,34
88,2023-07-31 17:06:48,4,0,28
87,2023-07-31 17:07:14,4,0,26
86,2023-07-31 17:07:40,4,0,25
85,2023-07-31 17:08:09,4,0,28
84,2023-07-31 17:08:32,4,0,23
83,2023-07-31 17:08:56,4,0,23
82,2023-07-31 17:09:21,4,0,25
81,2023-07-31 17:09:54,4,0,31
80,2023-07-31 17:10:33,4,0,38
79,2023-07-31 17:10:59,4,0,26
78,2023-07-31 17:11:23,4,0,23
77,2023-07-31 17:11:59,4,0,36
76,2023-07-31 17:12:28,4,0,28
75,2023-07-31 17:13:06,4,0,36
74,2023-07-31 17:13:29,4,0,23
73,2023-07-31 17:13:54,4,0,24
72,2023-07-31 17:14:21,4,0,27
71,2023-07-31 17:14:43,4,0,21
70,2023-07-31 17:15:09,4,0,26
69,2023-07-31 17:15:32,4,0,22
68,2023-07-31 17:15:57,4,0,25
67,2023-07-31 17:16:23,4,0,25
66,2023-07-31 17:17:06,0,0,0
65,2023-07-31 17:18:06,0,0,54
64,2023-07-31 17:18:06,4,0,0
63,2023-07-31 17:18:36,4,0,29
62,2023-07-31 17:19:11,4,0,34
61,2023-07-31 17:19:34,4,0,22
60,2023-07-31 17:20:00,4,0,26
59,2023-07-31 17:20:02,0,0,0
58,2023-07-31 17:25:04,0,0,269
57,2023-07-31 17:25:04,4,0,0
56,2023-07-31 17:25:34,4,0,29
55,2023-07-31 17:26:02,4,0,28
54,2023-07-31 17:26:29,4,0,26
53,2023-07-31 17:27:01,4,0,31
52,2023-07-31 17:27:26,4,0,25
51,2023-07-31 17:27:51,4,0,23
50,2023-07-31 17:28:07,0,0,0
49,2023-07-31 17:28:38,0,0,29
48,2023-07-31 17:28:38,4,0,0
47,2023-07-31 17:28:59,4,0,19
46,2023-07-31 17:29:26,4,0,27
45,2023-07-31 17:29:48,4,0,22
44,2023-07-31 17:30:18,4,0,29
43,2023-07-31 17:30:46,4,0,27
42,2023-07-31 17:31:12,4,0,25
41,2023-07-31 17:31:52,4,0,40
40,2023-07-31 17:32:15,4,0,22
39,2023-07-31 17:32:47,4,0,31
38,2023-07-31 17:33:19,4,0,32
37,2023-07-31 17:33:43,4,0,23
36,2023-07-31 17:34:13,4,0,29
35,2023-07-31 17:34:43,4,0,29
34,2023-07-31 17:35:04,4,0,21
33,2023-07-31 17:35:30,4,0,25
32,2023-07-31 17:35:56,4,0,26
31,2023-07-31 17:36:25,4,0,28
30,2023-07-31 17:36:48,4,0,23
29,2023-07-31 17:37:11,4,0,22
28,2023-07-31 17:37:37,4,0,26
27,2023-07-31 17:38:07,4,0,29
26,2023-07-31 17:38:31,4,0,23
25,2023-07-31 17:38:56,4,0,25
24,2023-07-31 17:39:17,4,0,20
23,2023-07-31 17:39:41,4,0,23
22,2023-07-31 17:40:12,4,0,31
21,2023-07-31 17:40:39,4,0,25
20,2023-07-31 17:41:02,4,0,23
19,2023-07-31 17:41:27,4,0,25
18,2023-07-31 17:42:03,4,0,35
17,2023-07-31 17:42:25,4,0,21
16,2023-07-31 17:42:49,4,0,23
15,2023-07-31 17:43:11,4,0,22
14,2023-07-31 17:43:40,4,0,28
13,2023-07-31 17:44:11,4,0,30
12,2023-07-31 17:44:38,4,0,26
11,2023-07-31 17:45:01,4,0,23
10,2023-07-31 17:45:28,4,0,26
9,2023-07-31 17:45:59,4,0,31
8,2023-07-31 17:46:30,4,0,30
7,2023-07-31 17:46:57,4,0,26
6,2023-07-31 17:47:26,4,0,28
5,2023-07-31 17:47:57,4,0,30
4,2023-07-31 17:48:25,4,0,28
3,2023-07-31 17:48:54,4,0,28
2,2023-07-31 17:49:17,4,0,23
1,2023-07-31 17:49:51,4,0,33
0,2023-07-31 17:55:56,0,0,0
