,ts,task,empid,sec
349,2023-09-07 10:16:42,5,0,27
348,2023-09-07 10:17:06,5,0,23
347,2023-09-07 10:17:31,5,0,24
346,2023-09-07 10:17:56,5,0,24
345,2023-09-07 10:18:43,5,0,25
344,2023-09-07 10:18:45,5,0,24
343,2023-09-07 10:19:08,5,0,23
342,2023-09-07 10:19:33,5,0,24
341,2023-09-07 10:20:23,5,0,25
340,2023-09-07 10:20:28,5,0,6
339,2023-09-07 10:20:51,5,0,22
338,2023-09-07 10:21:16,5,0,25
337,2023-09-07 10:21:43,5,0,26
336,2023-09-07 10:22:07,5,0,24
335,2023-09-07 10:22:31,5,0,22
334,2023-09-07 10:22:56,5,0,25
333,2023-09-07 10:23:28,5,0,32
332,2023-09-07 10:23:52,5,0,23
331,2023-09-07 10:24:19,5,0,27
330,2023-09-07 10:24:50,5,0,30
329,2023-09-07 10:25:16,5,0,13
328,2023-09-07 10:25:43,5,0,26
327,2023-09-07 10:26:06,5,0,22
326,2023-09-07 10:26:34,5,0,27
325,2023-09-07 10:26:57,5,0,23
324,2023-09-07 10:49:29,0,0,0
323,2023-09-07 10:51:02,0,0,80
322,2023-09-07 10:51:03,5,0,0
321,2023-09-07 10:51:28,5,0,24
320,2023-09-07 10:51:51,5,0,22
319,2023-09-07 10:52:14,5,0,23
318,2023-09-07 10:52:39,5,0,24
317,2023-09-07 10:53:04,5,0,25
316,2023-09-07 10:53:27,5,0,22
315,2023-09-07 10:53:51,5,0,23
314,2023-09-07 10:54:17,5,0,25
313,2023-09-07 10:54:41,5,0,25
312,2023-09-07 10:55:05,5,0,22
311,2023-09-07 10:55:29,5,0,24
310,2023-09-07 10:56:13,5,0,43
309,2023-09-07 10:56:37,5,0,23
308,2023-09-07 10:57:01,5,0,24
307,2023-09-07 10:57:24,5,0,22
306,2023-09-07 10:57:48,5,0,23
305,2023-09-07 10:58:11,5,0,23
304,2023-09-07 10:58:36,5,0,25
303,2023-09-07 10:59:00,5,0,22
302,2023-09-07 10:59:27,5,0,27
301,2023-09-07 10:59:50,5,0,22
300,2023-09-07 11:00:16,5,0,25
299,2023-09-07 11:00:40,5,0,24
298,2023-09-07 11:01:09,5,0,29
297,2023-09-07 11:02:06,5,0,53
296,2023-09-07 11:02:31,5,0,25
295,2023-09-07 11:02:55,5,0,23
294,2023-09-07 11:03:20,5,0,25
293,2023-09-07 11:03:45,5,0,24
292,2023-09-07 11:04:08,5,0,23
291,2023-09-07 11:04:30,5,0,21
290,2023-09-07 11:04:55,5,0,25
289,2023-09-07 11:05:17,5,0,21
288,2023-09-07 11:05:41,5,0,23
287,2023-09-07 11:06:06,5,0,25
286,2023-09-07 11:06:31,5,0,24
285,2023-09-07 11:07:01,5,0,29
284,2023-09-07 11:07:24,5,0,23
283,2023-09-07 11:07:48,5,0,23
282,2023-09-07 11:08:10,5,0,22
281,2023-09-07 11:08:33,5,0,22
280,2023-09-07 11:08:57,5,0,24
279,2023-09-07 11:09:21,5,0,23
278,2023-09-07 11:09:46,5,0,25
277,2023-09-07 11:10:09,5,0,22
276,2023-09-07 11:10:33,5,0,24
275,2023-09-07 11:10:58,5,0,24
274,2023-09-07 11:11:24,5,0,26
273,2023-09-07 11:11:47,5,0,23
272,2023-09-07 11:13:21,5,0,92
271,2023-09-07 11:13:50,5,0,27
270,2023-09-07 11:14:18,5,0,28
269,2023-09-07 11:14:41,5,0,23
268,2023-09-07 11:15:04,5,0,22
267,2023-09-07 11:15:31,5,0,26
266,2023-09-07 11:16:03,5,0,31
265,2023-09-07 11:16:26,5,0,23
264,2023-09-07 11:16:51,5,0,24
263,2023-09-07 11:17:17,5,0,26
262,2023-09-07 11:17:41,5,0,23
261,2023-09-07 11:18:05,5,0,24
260,2023-09-07 11:18:30,5,0,24
259,2023-09-07 11:18:53,5,0,23
258,2023-09-07 11:20:03,5,0,53
257,2023-09-07 11:20:51,5,0,31
256,2023-09-07 11:21:24,5,0,24
255,2023-09-07 11:26:19,5,0,291
254,2023-09-07 11:26:45,5,0,25
253,2023-09-07 11:27:12,5,0,26
252,2023-09-07 11:27:37,5,0,24
251,2023-09-07 11:28:02,5,0,25
250,2023-09-07 11:28:29,5,0,26
249,2023-09-07 11:30:18,5,0,107
248,2023-09-07 11:31:14,5,0,56
247,2023-09-07 11:31:37,5,0,22
246,2023-09-07 11:32:01,5,0,23
245,2023-09-07 11:32:25,5,0,23
244,2023-09-07 11:32:47,5,0,22
243,2023-09-07 11:33:14,5,0,27
242,2023-09-07 11:33:36,5,0,21
241,2023-09-07 11:33:59,5,0,22
240,2023-09-07 11:34:24,5,0,25
239,2023-09-07 11:34:51,5,0,26
238,2023-09-07 11:35:18,5,0,27
237,2023-09-07 11:35:42,5,0,23
236,2023-09-07 11:36:05,5,0,22
235,2023-09-07 11:36:27,5,0,22
234,2023-09-07 11:36:49,5,0,22
233,2023-09-07 11:37:13,5,0,24
232,2023-09-07 11:37:37,5,0,23
231,2023-09-07 11:38:03,5,0,25
230,2023-09-07 11:38:30,5,0,26
229,2023-09-07 11:38:56,5,0,26
228,2023-09-07 11:39:21,5,0,24
227,2023-09-07 11:39:46,5,0,25
226,2023-09-07 11:40:13,5,0,26
225,2023-09-07 11:41:25,5,0,70
224,2023-09-07 11:42:10,5,0,45
223,2023-09-07 11:42:36,5,0,25
222,2023-09-07 11:43:00,5,0,24
221,2023-09-07 11:43:27,5,0,26
220,2023-09-07 11:43:55,5,0,27
219,2023-09-07 11:44:17,5,0,22
218,2023-09-07 11:44:43,5,0,25
217,2023-09-07 11:45:07,5,0,24
216,2023-09-07 11:45:30,5,0,22
215,2023-09-07 11:45:54,5,0,24
214,2023-09-07 11:46:20,5,0,25
213,2023-09-07 11:46:45,5,0,24
212,2023-09-07 11:47:09,5,0,23
211,2023-09-07 11:47:34,5,0,25
210,2023-09-07 11:47:57,5,0,23
209,2023-09-07 11:48:22,5,0,24
208,2023-09-07 11:48:47,5,0,25
207,2023-09-07 11:49:09,5,0,21
206,2023-09-07 11:49:33,5,0,23
205,2023-09-07 11:49:58,5,0,25
204,2023-09-07 11:50:23,5,0,24
203,2023-09-07 11:56:01,0,0,0
202,2023-09-07 11:56:28,0,0,48
201,2023-09-07 11:56:29,5,0,0
200,2023-09-07 11:56:57,5,0,26
199,2023-09-07 11:57:22,5,0,25
198,2023-09-07 11:57:45,5,0,22
197,2023-09-07 11:58:07,5,0,21
196,2023-09-07 11:58:30,5,0,23
195,2023-09-07 11:58:53,5,0,22
194,2023-09-07 11:59:16,5,0,23
193,2023-09-07 11:59:41,5,0,24
192,2023-09-07 12:00:06,5,0,25
191,2023-09-07 12:00:30,5,0,24
190,2023-09-07 12:06:50,5,0,371
189,2023-09-07 12:07:07,5,0,17
188,2023-09-07 12:07:54,5,0,46
187,2023-09-07 12:08:25,5,0,31
186,2023-09-07 12:08:43,5,0,17
185,2023-09-07 12:08:58,5,0,15
184,2023-09-07 12:09:26,5,0,27
183,2023-09-07 12:09:37,5,0,10
182,2023-09-07 12:09:56,5,0,19
181,2023-09-07 12:10:13,5,0,16
180,2023-09-07 12:10:28,5,0,15
179,2023-09-07 12:10:44,5,0,15
178,2023-09-07 12:11:00,5,0,16
177,2023-09-07 12:11:23,5,0,22
176,2023-09-07 12:11:33,5,0,10
175,2023-09-07 12:11:50,5,0,17
174,2023-09-07 12:13:16,5,0,84
173,2023-09-07 12:13:28,5,0,11
172,2023-09-07 12:13:47,5,0,19
171,2023-09-07 12:14:20,5,0,33
170,2023-09-07 12:14:35,5,0,14
169,2023-09-07 12:14:50,5,0,14
168,2023-09-07 12:15:06,5,0,16
167,2023-09-07 12:15:21,5,0,15
166,2023-09-07 12:15:42,5,0,20
165,2023-09-07 12:16:14,5,0,31
164,2023-09-07 12:16:29,5,0,15
163,2023-09-07 12:16:48,5,0,18
162,2023-09-07 12:17:58,5,0,69
161,2023-09-07 12:18:23,5,0,25
160,2023-09-07 12:18:47,5,0,23
159,2023-09-07 12:19:11,5,0,23
158,2023-09-07 12:19:33,5,0,22
157,2023-09-07 12:19:58,5,0,24
156,2023-09-07 12:20:21,5,0,22
155,2023-09-07 12:20:45,5,0,24
154,2023-09-07 12:21:07,5,0,22
153,2023-09-07 12:21:34,5,0,26
152,2023-09-07 12:23:40,5,0,123
151,2023-09-07 12:24:03,5,0,23
150,2023-09-07 12:24:26,5,0,22
149,2023-09-07 12:24:48,5,0,20
148,2023-09-07 12:25:18,5,0,31
147,2023-09-07 12:25:43,5,0,24
146,2023-09-07 12:26:07,5,0,23
145,2023-09-07 12:26:29,5,0,22
144,2023-09-07 12:27:13,5,0,43
143,2023-09-07 12:27:42,5,0,29
142,2023-09-07 12:28:42,5,0,58
141,2023-09-07 12:29:11,5,0,28
140,2023-09-07 12:29:33,5,0,22
139,2023-09-07 12:29:54,5,0,21
138,2023-09-07 12:30:16,5,0,21
137,2023-09-07 12:30:40,5,0,23
136,2023-09-07 12:31:22,5,0,42
135,2023-09-07 12:31:45,5,0,22
134,2023-09-07 12:32:08,5,0,22
133,2023-09-07 12:34:18,5,0,128
132,2023-09-07 12:34:39,5,0,21
131,2023-09-07 12:35:04,5,0,24
130,2023-09-07 12:35:30,5,0,25
129,2023-09-07 12:35:55,5,0,24
128,2023-09-07 12:36:18,5,0,23
127,2023-09-07 12:36:42,5,0,24
126,2023-09-07 12:37:54,5,0,70
125,2023-09-07 12:38:23,5,0,29
124,2023-09-07 12:38:47,5,0,22
123,2023-09-07 12:39:10,5,0,23
122,2023-09-07 12:39:33,5,0,23
121,2023-09-07 12:39:58,5,0,24
120,2023-09-07 12:40:23,5,0,24
119,2023-09-07 12:40:50,5,0,27
118,2023-09-07 12:41:17,5,0,26
117,2023-09-07 12:41:39,5,0,22
116,2023-09-07 12:42:02,5,0,23
115,2023-09-07 12:42:29,5,0,26
114,2023-09-07 12:42:52,5,0,23
113,2023-09-07 12:43:15,5,0,22
112,2023-09-07 12:43:42,5,0,26
111,2023-09-07 12:44:04,5,0,22
110,2023-09-07 12:44:26,5,0,21
109,2023-09-07 12:44:47,5,0,21
108,2023-09-07 12:45:11,5,0,23
107,2023-09-07 12:45:32,5,0,21
106,2023-09-07 12:45:58,5,0,26
105,2023-09-07 12:46:20,5,0,20
104,2023-09-07 12:46:41,5,0,21
103,2023-09-07 12:47:18,5,0,36
102,2023-09-07 12:47:41,5,0,23
101,2023-09-07 12:48:29,5,0,46
100,2023-09-07 12:48:55,5,0,26
99,2023-09-07 12:49:18,5,0,23
98,2023-09-07 12:49:43,5,0,23
97,2023-09-07 12:50:45,5,0,62
96,2023-09-07 12:51:07,5,0,21
95,2023-09-07 12:51:30,5,0,22
94,2023-09-07 12:51:53,5,0,23
93,2023-09-07 12:52:16,5,0,23
92,2023-09-07 12:52:40,5,0,23
91,2023-09-07 12:53:02,5,0,21
90,2023-09-07 12:53:23,5,0,20
89,2023-09-07 12:53:45,5,0,22
88,2023-09-07 12:54:07,5,0,22
87,2023-09-07 12:54:30,5,0,22
86,2023-09-07 12:54:54,5,0,24
85,2023-09-07 12:55:17,5,0,22
84,2023-09-07 12:55:39,5,0,22
83,2023-09-07 12:56:02,5,0,22
82,2023-09-07 12:56:24,5,0,22
81,2023-09-07 12:56:52,5,0,27
80,2023-09-07 12:57:14,5,0,22
79,2023-09-07 12:57:36,5,0,21
78,2023-09-07 12:58:05,5,0,28
77,2023-09-07 12:58:28,0,0,0
76,2023-09-07 14:03:02,0,0,3282
75,2023-09-07 14:03:03,5,0,0
74,2023-09-07 14:03:26,5,0,22
73,2023-09-07 14:03:51,5,0,24
72,2023-09-07 14:04:23,5,0,31
71,2023-09-07 14:04:45,5,0,21
70,2023-09-07 14:05:08,5,0,23
69,2023-09-07 14:05:30,5,0,22
68,2023-09-07 14:05:53,5,0,22
67,2023-09-07 14:06:25,5,0,30
66,2023-09-07 14:06:47,5,0,23
65,2023-09-07 14:07:11,5,0,23
64,2023-09-07 14:07:35,5,0,24
63,2023-09-07 14:07:59,5,0,23
62,2023-09-07 14:08:25,5,0,26
61,2023-09-07 14:08:47,5,0,21
60,2023-09-07 14:09:11,5,0,23
59,2023-09-07 14:09:35,5,0,23
58,2023-09-07 14:09:58,5,0,23
57,2023-09-07 14:10:23,5,0,25
56,2023-09-07 14:10:45,5,0,21
55,2023-09-07 14:11:07,5,0,21
54,2023-09-07 14:11:32,5,0,25
53,2023-09-07 14:12:05,5,0,32
52,2023-09-07 14:12:32,5,0,26
51,2023-09-07 14:16:49,5,0,108
50,2023-09-07 14:17:32,5,0,27
49,2023-09-07 14:46:11,5,0,24
48,2023-09-07 14:47:03,5,0,51
47,2023-09-07 14:47:26,5,0,23
46,2023-09-07 14:47:51,5,0,20
45,2023-09-07 14:48:09,5,0,22
44,2023-09-07 14:48:57,5,0,11
43,2023-09-07 14:49:35,5,0,23
42,2023-09-07 14:50:06,5,0,21
41,2023-09-07 14:50:30,5,0,24
40,2023-09-07 14:51:01,5,0,28
39,2023-09-07 14:51:24,5,0,24
38,2023-09-07 14:51:49,5,0,23
37,2023-09-07 14:55:06,5,0,23
36,2023-09-07 14:55:35,5,0,64
35,2023-09-07 14:55:40,5,0,5
34,2023-09-07 14:56:00,5,0,21
33,2023-09-07 14:56:23,5,0,22
32,2023-09-07 14:56:45,5,0,22
31,2023-09-07 14:57:10,5,0,24
30,2023-09-07 14:57:39,5,0,25
29,2023-09-07 14:58:01,5,0,25
28,2023-09-07 14:58:41,5,0,27
27,2023-09-07 14:58:53,5,0,12
26,2023-09-07 14:59:15,5,0,21
25,2023-09-07 15:00:54,5,0,23
24,2023-09-07 15:01:35,5,0,24
23,2023-09-07 15:01:42,5,0,23
22,2023-09-07 15:02:08,5,0,25
21,2023-09-07 15:02:41,5,0,26
20,2023-09-07 15:03:03,5,0,22
19,2023-09-07 15:03:30,5,0,24
18,2023-09-07 15:04:48,5,0,76
17,2023-09-07 15:05:24,5,0,35
16,2023-09-07 15:05:47,5,0,23
15,2023-09-07 15:06:12,5,0,22
14,2023-09-07 15:07:01,5,0,24
13,2023-09-07 15:08:49,5,0,23
12,2023-09-07 15:09:56,5,0,13
11,2023-09-07 15:10:47,5,0,22
10,2023-09-07 15:10:54,5,0,13
9,2023-09-07 15:16:37,5,0,25
8,2023-09-07 15:17:09,5,0,31
7,2023-09-07 15:17:11,5,0,2
6,2023-09-07 15:18:27,5,0,74
5,2023-09-07 15:18:46,5,0,19
4,2023-09-07 15:21:05,5,0,129
3,2023-09-07 15:22:09,5,0,61
2,2023-09-07 15:22:15,5,0,0
1,2023-09-07 15:22:55,5,0,39
0,2023-09-07 15:34:21,5,0,583
