ts,task,empid,sec
2023-09-06 13:25:18,5,0,22
2023-09-06 13:25:39,5,0,20
2023-09-06 13:26:04,5,0,25
2023-09-06 13:26:26,5,0,21
2023-09-06 13:26:46,5,0,20
2023-09-06 13:27:11,5,0,24
2023-09-06 13:27:34,5,0,23
2023-09-06 13:27:56,5,0,21
2023-09-06 13:28:17,5,0,20
2023-09-06 13:28:38,5,0,21
2023-09-06 13:29:00,5,0,22
2023-09-06 13:29:20,5,0,19
2023-09-06 13:29:44,5,0,23
2023-09-06 13:30:05,5,0,22
2023-09-06 13:30:30,5,0,24
2023-09-06 13:30:51,5,0,20
2023-09-06 13:31:12,5,0,21
2023-09-06 13:31:34,5,0,21
2023-09-06 13:31:56,5,0,22
2023-09-06 13:32:43,5,0,45
2023-09-06 13:33:05,5,0,22
2023-09-06 13:33:26,5,0,21
2023-09-06 13:34:10,5,0,43
2023-09-06 13:34:53,5,0,42
2023-09-06 13:35:15,5,0,21
2023-09-06 13:35:48,5,0,20
2023-09-06 13:35:57,5,0,21
2023-09-06 13:36:18,5,0,21
2023-09-06 13:36:39,5,0,19
2023-09-06 13:36:58,5,0,19
2023-09-06 13:37:18,5,0,20
2023-09-06 13:37:41,5,0,23
2023-09-06 13:38:04,5,0,22
2023-09-06 13:38:29,5,0,24
2023-09-06 13:38:51,5,0,21
2023-09-06 13:39:11,5,0,20
2023-09-06 13:39:30,5,0,19
2023-09-06 13:39:52,5,0,21
2023-09-06 13:40:11,5,0,18
2023-09-06 13:40:33,5,0,22
2023-09-06 13:40:53,5,0,20
2023-09-06 13:41:13,5,0,19
2023-09-06 13:41:36,5,0,23
2023-09-06 13:41:58,5,0,21
2023-09-06 13:42:20,5,0,21
2023-09-06 13:42:42,5,0,23
2023-09-06 13:43:03,5,0,20
2023-09-06 13:44:15,5,0,70
2023-09-06 13:44:39,5,0,23
2023-09-06 13:45:06,5,0,27
2023-09-06 13:45:28,5,0,21
2023-09-06 13:45:57,5,0,29
2023-09-06 13:46:18,5,0,20
2023-09-06 13:46:42,5,0,24
2023-09-06 13:47:03,5,0,20
2023-09-06 13:47:59,5,0,55
2023-09-06 13:48:24,5,0,25
2023-09-06 13:48:45,5,0,20
2023-09-06 13:49:11,5,0,26
2023-09-06 13:49:34,5,0,22
2023-09-06 13:49:59,5,0,24
2023-09-06 13:50:26,5,0,27
2023-09-06 13:50:50,5,0,23
2023-09-06 13:51:13,5,0,23
2023-09-06 13:51:38,5,0,24
2023-09-06 13:52:03,5,0,25
2023-09-06 13:52:32,5,0,28
2023-09-06 13:52:54,5,0,22
2023-09-06 13:53:17,5,0,22
2023-09-06 13:53:45,5,0,27
2023-09-06 13:54:08,5,0,23
